,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,days_since_last_review,minimum_amount_spent,rating_score
6023,759696702405689752,Home in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,228792190,Wayne,Excelsior,37.73158301107039,-122.40616236541273,Private room,55,1,15,2023-09-08,1.19,4,332,14,STR-0005964,124,55,0.12096774193548387
6024,759748276442190194,Home in San Francisco · ★5.0 · 4 bedrooms · 4 beds · 3 baths,487630574,Aja,Russian Hill,37.8037535,-122.4163976,Entire home/apt,2400,3,5,2023-09-15,0.49,2,354,5,2022-009053STR,117,7200,0.042735042735042736
6026,760234066436733702,Home in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,3213265,Michael,Castro/Upper Market,37.75937,-122.43321,Private room,650,1,5,2023-07-13,0.42,2,341,5,2022-011064STR,181,650,0.027624309392265192
6027,760788051511917757,Home in San Francisco · 2 bedrooms · 1 bed · 1 bath,114894064,Neil,Noe Valley,37.74506,-122.43646,Entire home/apt,225,2,1,2023-04-10,0.13,1,151,1,2022-011491STR,275,450,0.0036363636363636364
6029,760901818351675824,Rental unit in San Francisco · ★4.91 · 1 bedroom · 1 bed · 1 bath,15627784,Megan,Bernal Heights,37.73678965397038,-122.41151865767212,Entire home/apt,158,2,33,2023-11-12,3.9,1,97,33,2022-007467STR,59,316,0.559322033898305
6032,761495695660280702,Home in San Francisco · ★4.97 · 1 bedroom · 1 bed · 1 private bath,9560005,Bryn,Haight Ashbury,37.77498137045181,-122.44390171175895,Private room,180,5,36,2023-10-05,3.86,1,0,36,2023-001203STR,97,900,0.3711340206185567
6033,761515520214705766,Home in San Francisco · ★4.57 · 2 bedrooms · 2 beds · 1.5 baths,126644773,Evolve,Mission,37.74868,-122.41079,Entire home/apt,249,2,7,2023-04-27,0.62,9,0,7,2022-004774STR,258,498,0.027131782945736434
6036,762247831877220970,Rental unit in San Francisco · ★4.96 · 3 bedrooms · 3 beds · 3 baths,477335720,Trevor,Potrero Hill,37.76311,-122.3977,Entire home/apt,361,2,23,2023-07-08,1.97,1,20,23,2022-007629STR,186,722,0.12365591397849462
6037,762419446793237822,Rental unit in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,487630574,Aja,Russian Hill,37.80272,-122.41576,Entire home/apt,700,3,3,2023-09-14,0.31,2,345,3,2022-009053STR,118,2100,0.025423728813559324
6038,762425439444066635,Home in San Francisco · ★4.58 · 2 bedrooms · 3 beds · 1 bath,228792190,Wayne,Excelsior,37.73235098884251,-122.40699886312596,Entire home/apt,125,1,30,2023-10-20,2.64,4,0,30,STR-0005964,82,125,0.36585365853658536
6041,763059371672534086,Hotel in San Francisco · ★5.0 · 10 bedrooms · 12 beds · 4 baths,4624470,Sri,Castro/Upper Market,37.76857659729892,-122.42895545993814,Private room,1030,2,7,2023-11-10,1.24,3,312,7,Exempt,61,2060,0.11475409836065574
6042,763080161860252277,Rental unit in San Francisco · ★4.56 · 1 bedroom · 1 bed · 1 bath,388629827,Mateo,Nob Hill,37.7897204,-122.4135609,Entire home/apt,93,2,52,2023-10-17,4.24,2,1,51,2022-011339STR,85,186,0.611764705882353
6044,764210671825357415,Rental unit in San Francisco · ★4.69 · 1 bedroom · 2 beds · 1 bath,272560984,David,Downtown/Civic Center,37.77669505327081,-122.41802372038364,Entire home/apt,489,2,13,2023-06-21,1.3,1,0,13,2022-011056STR,203,978,0.06403940886699508
6046,764577991206768392,Home in San Francisco · ★5.0 · 3 bedrooms · 3 beds · 2 baths,488512283,Andrew,Inner Richmond,37.77464,-122.47466,Entire home/apt,653,2,14,2023-10-27,1.28,1,262,14,2022-009633STR,75,1306,0.18666666666666668
6048,765484874008423902,Home in San Francisco · ★4.04 · 1 bedroom · 1 bed · 1 shared bath,468014148,Asok,Outer Sunset,37.75763,-122.50499,Private room,79,1,55,2023-11-11,4.56,3,0,55,2022-006762STR,60,79,0.9166666666666666
6049,765519459046574762,Rental unit in San Francisco · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,8836914,Fei,Mission,37.7512,-122.41586,Private room,75,1,37,2023-11-03,3.1,3,73,37,STR-0005993,68,75,0.5441176470588235
6050,765602022730771420,Home in San Francisco · ★4.89 · 1 bedroom · 1 bed · 1 private bath,8836914,Fei,Mission,37.75285,-122.41397,Private room,90,1,46,2023-11-09,3.8,3,62,46,STR-0005993,62,90,0.7419354838709677
6051,765607313105454031,Guest suite in San Francisco · ★4.80 · 1 bedroom · 2 beds · 1 shared bath,20364955,Jade,Crocker Amazon,37.71047,-122.4433,Private room,69,1,5,2023-09-14,0.53,3,179,5,2022-010380STR,118,69,0.0423728813559322
6052,765616113852519582,Townhouse in San Francisco · ★4.93 · 2 bedrooms · 4 beds · 1 bath,27130648,Yangyang,Noe Valley,37.74344559771088,-122.42615529330762,Entire home/apt,299,2,14,2023-11-12,2.25,1,322,14,2023-004693STR,59,598,0.23728813559322035
6053,765636386159482661,Guest suite in San Francisco · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,20364955,Jade,Crocker Amazon,37.71228,-122.44336,Private room,72,1,6,2023-09-18,1.05,3,365,6,2022-010380STR,114,72,0.05263157894736842
6055,765756490298748468,Hotel in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 private bath,224976669,Rebecca,South of Market,37.77833,-122.39121,Private room,400,1,5,2023-07-30,0.51,4,359,5,Exempt,164,400,0.03048780487804878
6059,768171722815212002,Home in San Francisco · ★4.70 · 1 bedroom · 1 bed · 1 private bath,489115035,Mei Rong,Visitacion Valley,37.7108732,-122.4053908,Private room,58,1,26,2023-10-30,2.26,5,0,26,2022-011702STR,72,58,0.3611111111111111
6060,768981101752342550,Home in San Francisco · ★4.94 · 1 bedroom · 2 beds · 1 bath,489244713,Yutai,Seacliff,37.78247,-122.49269,Entire home/apt,88,1,65,2023-11-26,5.56,1,0,65,STR-0005998,45,88,1.4444444444444444
6061,769468698194326215,Rental unit in San Francisco · ★5.0 · 1 bedroom · 2 beds · 1 bath,4589998,Kelli,Outer Richmond,37.7746001,-122.4964541,Entire home/apt,150,2,22,2023-12-03,2.46,1,0,22,STR-0005803,38,300,0.5789473684210527
6062,769703535447939559,Condo in San Francisco · 1 bedroom · 1 bed · 1.5 shared baths,29123496,Barak,Castro/Upper Market,37.76623943645546,-122.42785664232788,Private room,49,2,2,2023-01-29,0.18,1,0,2,2022-011613STR,346,98,0.005780346820809248
6063,769709911596939491,Home in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,36752,Teresa,Bayview,37.71924,-122.3975,Private room,95,1,3,2023-10-02,0.55,2,364,3,1140317,100,95,0.03
6064,769894881482542028,Hotel in San Francisco · 1 bedroom · 2 beds · 1 private bath,77606360,Christine,Western Addition,37.77806,-122.42339,Private room,150,2,1,2023-01-18,0.09,6,0,1,Exempt,357,300,0.0028011204481792717
6066,770448127732632800,Home in San Francisco · ★5.0 · 3 bedrooms · 3 beds · 2 baths,450216420,Smita,Noe Valley,37.74899527610425,-122.43517214808377,Entire home/apt,602,1,3,2023-07-30,0.6,1,202,3,2023-004137STR,164,602,0.018292682926829267
6068,771380505779134768,Home in San Francisco · ★4.75 · 2 bedrooms · 3 beds · 2 baths,173934622,Mimi,Western Addition,37.77646,-122.42586,Entire home/apt,366,2,60,2023-11-19,4.96,1,340,60,2022-011630STR,52,732,1.1538461538461537
6069,772004805028556628,Condo in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 1 private bath,10779823,Claudiu,South of Market,37.77383273902937,-122.40275315548588,Private room,379,2,4,2023-09-14,0.52,4,161,4,2023-006924STR,118,758,0.03389830508474576
6070,772438784974700881,Rental unit in San Francisco · 3 bedrooms · 4 beds · 1 bath,658726,Brandy,Mission,37.7611453,-122.4174945,Entire home/apt,182,3,1,2023-07-05,0.2,1,0,1,2022-011706STR,189,546,0.005291005291005291
6072,772507224849893310,Condo in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,3773599,Lawrence,Inner Richmond,37.77848,-122.45311,Entire home/apt,415,3,9,2023-10-23,0.94,1,61,9,2022-012579STR,79,1245,0.11392405063291139
6073,772615994623751783,Home in San Francisco · ★4.87 · 3 bedrooms · 3 beds · 2 baths,126811548,Minh,Outer Sunset,37.76179751446201,-122.50760996931476,Entire home/apt,308,2,39,2023-10-30,4.61,1,265,39,2023-001869STR,72,616,0.5416666666666666
6075,773289547346766980,Home in San Francisco · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,404262356,Shanru,Excelsior,37.7181363,-122.4373349,Private room,46,1,22,2023-11-26,1.89,2,173,22,STR-0005615,45,46,0.4888888888888889
6076,773319045712515570,Home in San Francisco · ★4.53 · 1 bedroom · 1 bed · 1 shared bath,3645383,Rebekah,Noe Valley,37.7436766,-122.4295821,Private room,55,2,17,2023-11-19,1.51,3,77,17,2022-002835STR,52,110,0.3269230769230769
6077,773890298566855834,Home in San Francisco · 1 bedroom · 1 bed · 1 bath,488012812,Dai,Potrero Hill,37.76083297128104,-122.40279603250517,Entire home/apt,265,5,2,2023-09-15,0.36,1,365,2,2023-000642STR,117,1325,0.017094017094017096
6078,773901583765103062,Rental unit in San Francisco · ★5.0 · 3 bedrooms · 3 beds · 2 baths,13309224,Nessa,Potrero Hill,37.75878789352926,-122.3937373710135,Entire home/apt,450,2,45,2023-11-12,4.46,1,73,45,2022-011752STR,59,900,0.7627118644067796
6079,774194450745186222,Home in San Francisco · ★5.0 · 4 bedrooms · 4 beds · 3 baths,1608570,Amina And Olivier,Outer Sunset,37.7530349,-122.4820491,Entire home/apt,350,3,5,2023-07-25,0.52,2,81,5,2022-012659STR,169,1050,0.029585798816568046
6082,774547742531271448,Home in San Francisco · ★4.82 · 1 bedroom · 1 bed · 1.5 shared baths,490194796,William N Gigi,Parkside,37.74423602340351,-122.47339622803344,Private room,81,1,66,2023-11-25,6.41,3,339,66,2023-000645STR,46,81,1.434782608695652
6083,774623004551822133,Hotel in San Francisco · 1 bedroom · 2 beds · 1 private bath,5805679,Laurence,Downtown/Civic Center,37.7889904,-122.4127915,Private room,1000,4,1,2023-01-12,0.09,32,0,1,Timeshare,363,4000,0.0027548209366391185
6085,774626404715965232,Hotel in San Francisco · 1 bedroom · 2 beds · 1 private bath,5805679,Laurence,Downtown/Civic Center,37.7889904,-122.4127915,Private room,1000,4,1,2023-01-12,0.09,32,4,1,Timeshare,363,4000,0.0027548209366391185
6088,774630554233338025,Hotel in San Francisco · 1 bedroom · 2 beds · 1 private bath,5805679,Laurence,Downtown/Civic Center,37.7889904,-122.4127915,Private room,1000,4,1,2023-01-12,0.09,32,4,1,Timeshare,363,4000,0.0027548209366391185
6089,774631879631246807,Hotel in San Francisco · 1 bedroom · 2 beds · 1 private bath,5805679,Laurence,Downtown/Civic Center,37.7889904,-122.4127915,Private room,1000,4,1,2023-01-12,0.09,32,4,1,Timeshare,363,4000,0.0027548209366391185
6091,774762365392262761,Guest suite in San Francisco · ★5.0 · 1 bedroom · 2 beds · 1 bath,13078749,Yulie,Bernal Heights,37.7470016,-122.4072272,Entire home/apt,185,2,75,2023-11-11,6.41,1,206,75,STR-0005969,60,370,1.25
6092,774901709098066389,Guest suite in San Francisco · ★4.50 · 3 bedrooms · 3 beds · 2 baths,490269665,Jin Lian,Ocean View,37.72486894434871,-122.4656223899993,Entire home/apt,189,2,38,2023-11-19,3.37,1,141,38,2022-011756STR,52,378,0.7307692307692307
6094,775331789681327978,Hotel in San Francisco · 6 bedrooms · 6 beds · 6 baths,490341901,Bruno,Western Addition,37.77765460000001,-122.4336742,Private room,3093,1,1,2022-12-16,0.08,1,365,1,Exempt,390,3093,0.002564102564102564
6095,775557950936909442,Rental unit in San Francisco · ★5.0 · Studio · 2 beds · 1 bath,87164837,Drew,Downtown/Civic Center,37.78702,-122.40977,Entire home/apt,157,2,12,2023-11-16,1.06,2,4,12,Exempt,55,314,0.21818181818181817
6096,776098163549457566,Home in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 2.5 baths,490480277,Luna,Bernal Heights,37.74075288328608,-122.41049278590052,Entire home/apt,595,2,5,2023-07-16,0.48,2,0,5,2022-013051STR,178,1190,0.028089887640449437
6098,776513142401866830,Hotel in San Francisco · ★4.21 · 1 bedroom · 1 bed · 1 private bath,43225261,Syed Hassan,Marina,37.79837,-122.44473,Private room,169,1,14,2023-11-05,1.17,3,89,14,Exempt,66,169,0.21212121212121213
6099,777171185923088744,Home in San Francisco · ★4.81 · 1 bedroom · 1 bed · 1 private bath,489115035,Mei Rong,Visitacion Valley,37.70999,-122.40504,Private room,58,1,64,2023-11-30,5.73,5,146,64,2022-011702STR,41,58,1.5609756097560976
6100,777464454828895057,Townhouse in San Francisco · ★4.67 · 1 bedroom · 1 bed · 1.5 shared baths,35168393,Pedro,Western Addition,37.78814,-122.42552,Private room,80,1,21,2023-10-14,1.92,5,44,21,2022-012689STR,88,80,0.23863636363636365
6103,777550622581531873,Condo in San Francisco · ★4.89 · 1 bedroom · 1 bed · 1 private bath,339096574,Alekhya,Western Addition,37.788260630962576,-122.43215210312844,Private room,124,1,44,2023-11-10,4.01,2,138,44,2022-012011STR,61,124,0.7213114754098361
6106,777816264604467856,Guest suite in San Francisco · ★4.93 · 3 bedrooms · 3 beds · 1.5 baths,240249681,Sishi,Parkside,37.743002862177065,-122.47954966960565,Entire home/apt,213,2,42,2023-11-21,5.81,1,145,42,STR-0005926,50,426,0.84
6108,778939654117848518,Guest suite in San Francisco · ★4.81 · 1 bedroom · 2 beds · 1 bath,59106304,Amy,Inner Sunset,37.76167,-122.47198,Entire home/apt,101,2,66,2023-11-18,5.76,1,0,66,2019-014607STR,53,202,1.2452830188679245
6109,779184567234466847,Condo in San Francisco · ★4.80 · 3 bedrooms · 4 beds · 2 baths,5569366,Justin,Mission,37.76907,-122.42099,Entire home/apt,500,2,5,2023-02-26,0.44,1,0,5,2022-011462STR,318,1000,0.015723270440251572
6110,779864432573379846,Home in San Francisco · ★4.96 · 3 bedrooms · 6 beds · 2 baths,30788803,Scot,Inner Richmond,37.78336612231625,-122.4723984117458,Entire home/apt,469,3,27,2023-11-09,2.49,1,328,27,2022-011443STR,62,1407,0.43548387096774194
6111,780043472278234543,Home in San Francisco · ★4.93 · 2 bedrooms · 2 beds · 1 private bath,3157511,Sergiy,Excelsior,37.72042,-122.43745,Private room,80,1,59,2023-11-13,5.25,1,0,59,2022-012561STR,58,80,1.0172413793103448
6112,780404032567949589,Home in San Francisco · ★4.90 · 1 bedroom · 1 bed · 2.5 shared baths,222540569,John,Bayview,37.718391422686224,-122.39084411291796,Private room,85,1,30,2023-09-24,2.94,9,359,30,2022-012006STR,108,85,0.2777777777777778
6113,780405068923111323,Home in San Francisco · ★4.86 · 1 bedroom · 1 bed · 2.5 shared baths,222540569,John,Bayview,37.716459648776514,-122.39007669686887,Private room,100,1,21,2023-11-05,2.06,9,359,21,2022-012006STR,66,100,0.3181818181818182
6115,780507157786474013,Rental unit in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 2 baths,119444620,Bailey,Downtown/Civic Center,37.77678700000001,-122.418101,Entire home/apt,375,2,16,2023-09-25,1.57,1,66,16,2023-000121STR,107,750,0.14953271028037382
6116,780534709019045216,Rental unit in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 1 bath,491210273,Brian,Outer Sunset,37.74713,-122.50485,Entire home/apt,205,2,58,2023-11-26,5.09,1,103,58,STR-0005625,45,410,1.288888888888889
6117,780626885985055979,Home in San Francisco · ★4.87 · 1 bedroom · 1 bed · 2.5 shared baths,222540569,John,Bayview,37.71842128000834,-122.39090635084752,Private room,100,1,46,2023-11-04,4.44,9,359,46,2022-012006STR,67,100,0.6865671641791045
6118,780818689416766647,Condo in San Francisco · ★4.91 · 1 bedroom · 1 bed · 1 private bath,11734816,Mohit,Pacific Heights,37.78941791154192,-122.43251327474636,Private room,110,2,54,2023-11-18,4.79,3,0,54,2022-007635STR,53,220,1.0188679245283019
6122,782276819942290027,Home in San Francisco · ★5.0 · 2 bedrooms · 3 beds · 2 baths,4187497,Sally,North Beach,37.80447,-122.41397,Entire home/apt,444,2,41,2023-11-12,3.65,2,29,41,2022-012048STR,59,888,0.6949152542372882
6123,782689393751274377,Home in San Francisco · ★4.78 · 1 bedroom · 2 beds · 1 private bath,489115035,Mei Rong,Visitacion Valley,37.71109,-122.40642,Private room,67,1,86,2023-11-25,7.61,5,266,86,2022-011702STR,46,67,1.8695652173913044
6129,784011309092883074,Condo in San Francisco · 1 bedroom · 2 beds · 1 bath,442029804,Live Suite,Downtown/Civic Center,37.78967403284789,-122.41161251878636,Entire home/apt,258,2,1,2023-03-24,0.12,48,362,1,Exempt,292,516,0.003424657534246575
6132,784011678365022473,Condo in San Francisco · 1 bedroom · 2 beds · 1 bath,442029804,Live Suite,Downtown/Civic Center,37.789535420802856,-122.4136384257016,Entire home/apt,258,2,1,2023-09-14,0.37,48,362,1,Exempt,118,516,0.00847457627118644
6134,784011956143716527,Condo in San Francisco · ★4.75 · 1 bedroom · 2 beds · 1 bath,482174715,Suite Life,Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,258,2,4,2023-09-30,0.54,25,362,4,Exempt,102,516,0.0392156862745098
6138,784012691165045551,Condo in San Francisco · 1 bedroom · 2 beds · 1 bath,480237365,LiveSuite.Io SE,Nob Hill,37.789860614928536,-122.41335344931174,Entire home/apt,258,1,1,2023-09-16,0.37,12,362,1,Exempt,116,258,0.008620689655172414
6150,784014823060729461,Condo in San Francisco · 2 bedrooms · 3 beds · 1 bath,482174715,Suite Life,Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,246,2,1,2023-02-02,0.1,25,321,1,Exempt,342,492,0.0029239766081871343
6158,784017982888619367,Condo in San Francisco · 3 bedrooms · 3 beds · 2 baths,442029804,Live Suite,Downtown/Civic Center,37.78794198638086,-122.41161247388078,Entire home/apt,390,2,1,2023-02-02,0.1,48,318,1,Exempt,342,780,0.0029239766081871343
6165,784018769863252275,Condo in San Francisco · ★5.0 · 3 bedrooms · 3 beds · 2 baths,482174715,Suite Life,Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,390,2,3,2023-10-26,0.29,25,324,3,Exempt,76,780,0.039473684210526314
6169,784286772110354027,Rental unit in San Francisco · ★4.97 · 1 bedroom · 2 beds · 1 bath,1147583,Julia,Noe Valley,37.74259,-122.42853,Entire home/apt,236,2,29,2023-11-25,2.63,1,150,29,2022-012271STR,46,472,0.6304347826086957
6170,784868473446852107,Rental unit in San Francisco · ★4.94 · 1 bedroom · 2 beds · 1 bath,20532420,Lauren,Financial District,37.7978687,-122.4031551,Entire home/apt,285,2,33,2023-11-17,2.93,1,172,33,2022-012656STR,54,570,0.6111111111111112
6172,784994289275792557,Home in San Francisco · ★4.39 · 3 bedrooms · 3 beds · 2 baths,4010772,Narit,Outer Sunset,37.755673911482205,-122.4918899156266,Entire home/apt,181,1,17,2023-11-26,2.41,4,0,17,2022-004730STR,45,181,0.37777777777777777
6180,786203731439888508,Home in San Francisco · ★4.76 · 3 bedrooms · 4 beds · 1.5 baths,492156849,Irina,Outer Richmond,37.77684230668247,-122.50264002994786,Entire home/apt,246,2,25,2023-11-24,2.58,2,32,25,2022-011062STR,47,492,0.5319148936170213
6182,786420960296544151,Guesthouse in San Francisco · ★4.84 · 1 bedroom · 1 bed · 1 bath,492199540,Steven,Lakeshore,37.7232175,-122.4745207,Entire home/apt,99,1,57,2023-11-30,5.07,2,329,57,2022-012563STR,41,99,1.3902439024390243
6185,787017429018374626,Rental unit in San Francisco · ★5.0 · 1 bedroom · 2 beds · 1.5 shared baths,492170624,Jerry,Bernal Heights,37.7469687,-122.413787,Private room,68,1,31,2023-10-31,2.75,10,166,31,2022-011768STR,71,68,0.43661971830985913
6186,787059031413097846,Rental unit in San Francisco · ★4.75 · 1 bedroom · 1 bed · 1.5 shared baths,492170624,Jerry,Bernal Heights,37.74658760029452,-122.41480829290134,Private room,48,1,16,2023-11-06,1.45,10,75,16,2022-011768STR,65,48,0.24615384615384617
6187,787073011889821463,Rental unit in San Francisco · ★4.89 · 1 bedroom · 1 bed · 1.5 shared baths,492170624,Jerry,Bernal Heights,37.7463,-122.41476,Private room,51,1,9,2023-10-29,0.91,10,166,9,2022-011768STR,73,51,0.1232876712328767
6194,788704044559528740,Guest suite in San Francisco · ★4.88 · 1 bedroom · 1 bed · 1 bath,13048059,Minh,Outer Richmond,37.77799,-122.4829,Entire home/apt,125,2,133,2023-11-30,11.95,1,0,133,2023-000002STR,41,250,3.2439024390243905
6195,790090563458155718,Guesthouse in San Francisco · ★4.96 · 2 bedrooms · 4 beds · 1 bath,492766847,Olivier,Outer Richmond,37.7735851,-122.5073278,Entire home/apt,207,1,48,2023-11-25,4.65,1,32,48,2022-012691STR,46,207,1.0434782608695652
6196,790552391998031627,Townhouse in San Francisco · ★4.84 · 1 bedroom · 1 bed · 1.5 shared baths,35168393,Pedro,Western Addition,37.7897387978991,-122.42328389743616,Private room,83,1,37,2023-11-13,4.46,5,0,37,2022-012689STR,58,83,0.6379310344827587
6197,790648184828448055,Townhouse in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 private bath,35168393,Pedro,Western Addition,37.7888364,-122.4243282,Private room,95,1,23,2023-11-03,2.4,5,80,23,2022-012689STR,68,95,0.3382352941176471
6199,790778739346756455,Home in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,3645383,Rebekah,Noe Valley,37.74269,-122.42855,Private room,55,2,4,2023-04-08,0.35,3,13,4,2022-002835STR,277,110,0.01444043321299639
6200,791067241031169629,Townhouse in San Francisco · ★4.88 · 1 bedroom · 1 bed · 1.5 shared baths,35168393,Pedro,Western Addition,37.78797093658984,-122.42501322034995,Private room,98,1,32,2023-11-26,2.84,5,161,32,2022-012689STR,45,98,0.7111111111111111
6201,791302059565306954,Guest suite in San Francisco · ★4.88 · Studio · 2 beds · 1 bath,22489463,Zachary,Inner Richmond,37.78547284489863,-122.47853635942832,Entire home/apt,140,3,47,2023-11-25,4.33,1,0,47,2023-004999STR,46,420,1.0217391304347827
6202,791349712887219802,Home in San Francisco · ★4.68 · 1 bedroom · 1 bed · Private half-bath,489115035,Mei Rong,Visitacion Valley,37.71160127427502,-122.40648420653451,Private room,50,1,38,2023-11-19,5.16,5,342,38,2022-011702STR,52,50,0.7307692307692307
6206,792370590895673612,Home in San Francisco · ★4.85 · 3 bedrooms · 4 beds · 2 baths,490403436,Emily,Parkside,37.73468743020738,-122.4955238311188,Entire home/apt,192,2,39,2023-11-19,3.74,1,0,39,2022-012866STR,52,384,0.75
6208,793354528586136919,Home in San Francisco · ★5.0 · 4 bedrooms · 4 beds · 5 baths,45568373,Leanne,South of Market,37.77515658828879,-122.41228374259424,Entire home/apt,914,2,31,2023-11-24,2.93,2,0,31,2023-000129STR,47,1828,0.6595744680851063
6213,795170007604631976,Guest suite in San Francisco · ★4.84 · 1 bedroom · 3 beds · 1 bath,3146981,Darya,Inner Sunset,37.7606398426274,-122.46919831734678,Entire home/apt,239,2,49,2023-11-18,4.7,1,0,49,2022-012573STR,53,478,0.9245283018867925
6215,795751534929589911,Townhouse in San Francisco · 2 bedrooms · 2 beds · 2 baths,172278627,Xinyu,Outer Richmond,37.77331614085513,-122.50665033574144,Private room,145,1,2,2023-08-13,0.34,6,88,2,STR-0003740,150,145,0.013333333333333334
6216,795809792649629041,Rental unit in San Francisco · ★4.84 · 2 bedrooms · 2 beds · 1 bath,493978573,Marian,Inner Richmond,37.77542409469234,-122.46955413623904,Entire home/apt,159,2,56,2023-11-28,5.17,1,129,56,2022-010270STR,43,318,1.302325581395349
6218,795912759303997212,Home in San Francisco · ★4.92 · 3 bedrooms · 3 beds · 2 baths,485368112,Changhong,Ocean View,37.72173236259007,-122.45007546924644,Entire home/apt,414,5,12,2023-08-28,1.41,1,0,12,1122039,135,2070,0.08888888888888889
6219,796371660559144897,Home in San Francisco · ★4.83 · 3 bedrooms · 4 beds · 3 baths,275388077,WorryFreeBnB,Outer Richmond,37.78296422226354,-122.47899424750648,Entire home/apt,592,3,23,2023-11-26,2.4,1,0,23,2022-009837STR,45,1776,0.5111111111111111
6220,796387159841829540,Home in San Francisco · ★4.68 · 1 bedroom · 1 bed · 1 bath,297474041,Diana,Mission,37.758169,-122.407173,Entire home/apt,88,2,47,2023-11-25,5.71,1,3,47,2023-002750STR,46,176,1.0217391304347827
6221,796395725402331879,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 bath,24957114,Melvin,Mission,37.74866,-122.42346,Entire home/apt,200,1,2,2023-10-23,0.87,1,357,2,2023-000505STR,79,200,0.02531645569620253
6222,796499680765735515,Home in San Francisco · 1 bedroom · 1 bed · 1 shared bath,17506355,Won Chan (원찬),Noe Valley,37.75001703031524,-122.43310769693537,Private room,96,2,1,2023-01-09,0.09,2,61,1,2021-010910STR,366,192,0.00273224043715847
6223,796721845856468597,Guest suite in San Francisco · ★4.78 · 3 bedrooms · 3 beds · 3 baths,478849500,Danna,Lakeshore,37.73124429347242,-122.49647822465596,Entire home/apt,300,1,9,2023-10-08,1.42,1,253,9,STR-0005579,94,300,0.09574468085106383
6238,798911462538312208,Home in San Francisco · ★4.79 · 2 bedrooms · 2 beds · 1 bath,240202942,Sam,Lakeshore,37.731349315915885,-122.4964040856994,Entire home/apt,153,1,33,2023-11-26,3.12,2,172,33,2022-013018STR,45,153,0.7333333333333333
6240,799494249720781196,Home in San Francisco · ★4.94 · 2 bedrooms · 2 beds · 1 private bath,1169998,May May,Outer Sunset,37.75898394435898,-122.50501556908168,Private room,241,1,35,2023-11-27,3.44,2,239,35,STR-0005642,44,241,0.7954545454545454
6241,799558825273389414,Home in San Francisco · ★5.0 · 5 bedrooms · 4 beds · 1.5 baths,6473969,Aida,Western Addition,37.76973906177382,-122.43344168621763,Entire home/apt,525,2,10,2023-11-25,1.25,1,77,10,STR-0005925,46,1050,0.21739130434782608
6244,802068695231301300,Bed and breakfast in San Francisco · ★4.94 · 1 bedroom · 1 bed · 1.5 baths,490480277,Luna,Bernal Heights,37.741510166910366,-122.4091396974834,Private room,127,1,18,2023-07-31,1.84,2,0,18,2022-013051STR,163,127,0.11042944785276074
6246,802371280044490402,Rental unit in San Francisco · ★4.83 · 1 bedroom · 5 beds · 1 bath,6165573,Jessica,Outer Sunset,37.76221171776687,-122.5075101125534,Entire home/apt,248,3,18,2023-11-27,1.89,1,89,18,1142382,44,744,0.4090909090909091
6247,802947359254844756,Home in San Francisco · ★5.0 · 1 bedroom · 2 beds · 1 private bath,120614686,Deanna,Outer Richmond,37.7828484,-122.492252,Private room,149,2,12,2023-10-08,1.23,1,307,12,2023-000003STR,94,298,0.1276595744680851
6250,803550238522672571,Home in San Francisco · ★5.0 · 2 bedrooms · 3 beds · 2 baths,219008966,Ubaldo,Marina,37.79897293925298,-122.43918165564538,Private room,425,2,32,2023-11-19,3.4,2,211,32,STR-0005580,52,850,0.6153846153846154
6251,803557686746489927,Rental unit in San Francisco · ★4.89 · Studio · 2 beds · 1 bath,347141280,Leili,Castro/Upper Market,37.7561162,-122.4381643,Entire home/apt,269,2,28,2023-11-04,2.91,1,93,28,2022-009363STR,67,538,0.417910447761194
6252,803658082637087080,Rental unit in San Francisco · ★5.0 · 1 bedroom · 2 beds · 1 bath,495900269,Powell Place,Nob Hill,37.79062968986707,-122.40991897265258,Entire home/apt,214,1,3,2023-09-14,0.8,23,23,3,Exempt,118,214,0.025423728813559324
